상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,PNU코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220800445252,가마로닭강정,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590605,흑석동,1159010500,흑석동,1159010500102250015,1,대지,225,15,서울특별시 동작구 흑석동 225-15,115903119006,서울특별시 동작구 서달로,151,,1159010500102240001017670,제,서울특별시 동작구 서달로 151,156861,06973,,1,,126.961534642074,37.5069754179478
MA010120220800445378,수원왕갈비통닭,보라매점,I2,음식,I210,기타 간이,I21006,치킨,I56213,생맥주 전문점,11,서울특별시,11590,동작구,11590660,대방동,1159010800,대방동,1159010800104150051,1,대지,415,51,서울특별시 동작구 대방동 415-51,115904157550,서울특별시 동작구 여의대방로24가길,12,,1159010800104150005004103,,서울특별시 동작구 여의대방로24가길 12,156811,07055,,1,,126.921008197327,37.4987741397009
MA010120220800430361,페리카나,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590651,사당5동,1159010700,사당동,1159010700102130007,1,대지,213,7,서울특별시 동작구 사당동 213-7,115903119004,서울특별시 동작구 사당로,168,,1159010700102130007006364,,서울특별시 동작구 사당로 168,156879,07030,,,,126.967571599142,37.4868127026347
MA010120220800445715,치킨89,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590680,신대방2동,1159010900,신대방동,1159010900103460008,1,대지,346,8,서울특별시 동작구 신대방동 346-8,115903005078,서울특별시 동작구 보라매로,98,5,1159010900103460008001825,노블레스빌,서울특별시 동작구 보라매로 98-5,156847,07053,,,,126.92848410058,37.497931956184
MA010120220800439275,또바기치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560650,신길3동,1156013200,신길동,1156013200103470294,1,대지,347,294,서울특별시 영등포구 신길동 347-294,115603000023,서울특별시 영등포구 가마산로,439,,1156013200103470294013808,,서울특별시 영등포구 가마산로 439,150848,07382,,,,126.905292040295,37.5053219054654
MA010120220800445910,메이카페,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590530,상도1동,1159010200,상도동,1159010200100070059,1,대지,7,59,서울특별시 동작구 상도동 7-59,115903119010,서울특별시 동작구 흑석로,23,,1159010200100070059029163,,서울특별시 동작구 흑석로 23,156830,06912,,2,,126.953302121467,37.5050983596393
MA010120220800445998,호치킨하우스,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590670,신대방1동,1159010900,신대방동,1159010900106910026,1,대지,691,26,서울특별시 동작구 신대방동 691-26,115904157498,서울특별시 동작구 신대방길,25,,1159010900106910026034236,,서울특별시 동작구 신대방길 25,156854,07070,,,,126.911103183778,37.4879910593668
MA010120220800446078,딥테이스트치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590510,노량진1동,1159010100,노량진동,1159010100103250004,1,대지,325,4,서울특별시 동작구 노량진동 325-4,115904157205,서울특별시 동작구 만양로3길,20,,1159010100103250004033177,신동아리버파크빌,서울특별시 동작구 만양로3길 20,156813,06926,,,,126.945880703427,37.5081946499037
MA010120220800446109,보드람치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590630,사당2동,1159010700,사당동,1159010700101450029,1,대지,145,29,서울특별시 동작구 사당동 145-29,115904157119,서울특별시 동작구 동작대로27가길,35,,1159010700101450029034099,명칭없음,서울특별시 동작구 동작대로27가길 35,156816,07008,,,,126.981185384489,37.4860588080555
MA010120220800446565,밸런스에프앤비,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11650,서초구,11650621,방배4동,1165010100,방배동,1165010100114210000,1,대지,1421,,서울특별시 서초구 방배동 1421,116504163668,서울특별시 서초구 동광로12가길,6,,1165010100114210000010112,호,서울특별시 서초구 동광로12가길 6,137852,06565,,,,126.984633663019,37.4875910206836
MA010120220800422955,좌충우돌닭강정,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590520,노량진2동,1159010100,노량진동,1159010100102310137,1,대지,231,137,서울특별시 동작구 노량진동 231-137,115903119008,서울특별시 동작구 장승배기로,137,,1159010100102310137030584,,서울특별시 동작구 장승배기로 137,156803,06935,,1,,126.939986802006,37.5098046008
MA010120220800423188,둘둘치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11140,중구,11140605,을지로동,1114015000,을지로4가,1114015000103090002,1,대지,309,2,서울특별시 중구 을지로4가 309-2,111404103242,서울특별시 중구 을지로20길,8,,1114015000103160006012405,,서울특별시 중구 을지로20길 8,100849,04549,,1,,126.995268682542,37.566060191354
MA010120220800440008,헬로우치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590640,사당3동,1159010700,사당동,1159010700111330000,1,대지,1133,,서울특별시 동작구 사당동 1133,115904157269,서울특별시 동작구 사당로23바길,9,,1159010700111330000009210,삼성래미안아파트,서울특별시 동작구 사당로23바길 9,156776,07002,,,,126.96918734896,37.4896062595415
MA010120220800446743,굽네치킨사당1동점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590620,사당1동,1159010700,사당동,1159010700110380012,1,대지,1038,12,서울특별시 동작구 사당동 1038-12,115904157277,서울특별시 동작구 사당로26길,127,,1159010700110380012011661,,서울특별시 동작구 사당로26길 127,156826,07025,,1,,126.978146132924,37.4781834676937
MA010120220800423757,페리카나치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560650,신길3동,1156013200,신길동,1156013200103250096,1,대지,325,96,서울특별시 영등포구 신길동 325-96,115604154019,서울특별시 영등포구 가마산로61길,3,1,1156013200103250096013802,,서울특별시 영등포구 가마산로61길 3-1,150848,07382,,,,126.90520120912,37.505601144147
MA010120220800423994,페리카나치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560630,신길1동,1156013200,신길동,1156013200104510001,1,대지,451,1,서울특별시 영등포구 신길동 451-1,115604154754,서울특별시 영등포구 영등포로86길,12,,1156013200104510001017145,,서울특별시 영등포구 영등포로86길 12,150051,07354,,,,126.923086714073,37.5120383061212
MA010120220800431863,비비큐,사당점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590620,사당1동,1159010700,사당동,1159010700110300003,1,대지,1030,3,서울특별시 동작구 사당동 1030-3,115904157166,서울특별시 동작구 동작대로9길,7,,1159010700110300003010584,,서울특별시 동작구 동작대로9길 7,156826,07015,,1,,126.981085017435,37.4805265988115
MA010120220800440367,훌랄라숯불바베큐,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560585,도림동,1156011800,도림동,1156011800101130018,1,대지,113,18,서울특별시 영등포구 도림동 113-18,115604154317,서울특별시 영등포구 도신로29길,6,,1156011800101130018026409,훌랄라숯불바베큐,서울특별시 영등포구 도신로29길 6,150829,07368,,1,,126.90529862666,37.5090610802702
MA010120220800448025,교촌치킨노량진점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590520,노량진2동,1159010100,노량진동,1159010100100370001,1,대지,37,1,서울특별시 동작구 노량진동 37-1,115904157083,서울특별시 동작구 노량진로8길,55,,1159010100100370006030350,더클래식동작,서울특별시 동작구 노량진로8길 55,156052,06928,,1,,126.938570893242,37.5123717351872
MA010120220800448335,미스터짱닭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590670,신대방1동,1159010900,신대방동,1159010900105880006,1,대지,588,6,서울특별시 동작구 신대방동 588-6,115904157498,서울특별시 동작구 신대방길,116,,1159010900105880006002679,,서울특별시 동작구 신대방길 116,156852,07068,,,,126.908307193159,37.4905477836863
MA010120220800424435,호식이두마리치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56111,한식 일반 음식점업,11,서울특별시,11650,서초구,11650621,방배4동,1165010100,방배동,1165010100108330031,1,대지,833,31,서울특별시 서초구 방배동 833-31,116504163262,서울특별시 서초구 방배로27길,48,,1165010100108330031010221,,서울특별시 서초구 방배로27길 48,137834,06563,,,,126.989631178069,37.4891773388744
MA010120220800424601,페리카나치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590620,사당1동,1159010700,사당동,1159010700110330023,1,대지,1033,23,서울특별시 동작구 사당동 1033-23,115904157164,서울특별시 동작구 동작대로7길,34,,1159010700110330023010417,,서울특별시 동작구 동작대로7길 34,156826,07015,,,,126.980101732436,37.4792470042632
MA010120220800432802,보드람치킨상도점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590680,신대방2동,1159010900,신대방동,1159010900103460012,1,대지,346,12,서울특별시 동작구 신대방동 346-12,115903005078,서울특별시 동작구 보라매로,96,1,1159010900103460012001143,,서울특별시 동작구 보라매로 96-1,156847,07053,,,,126.928246653595,37.4978957719507
MA010120220800432915,가본호프,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590510,노량진1동,1159010400,본동,1159010400100500022,1,대지,50,22,서울특별시 동작구 본동 50-22,115904157071,서울특별시 동작구 노량진로26길,22,,1159010400100500022018320,,서울특별시 동작구 노량진로26길 22,156800,06907,,1,,126.954542350702,37.5114329070727
MA010120220800433226,치킨마루,신풍점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560660,신길4동,1156013200,신길동,1156013200149050000,1,대지,4905,,서울특별시 영등포구 신길동 4905,115604154535,서울특별시 영등포구 신길로42길,22,1,1156013200149050000012132,,서울특별시 영등포구 신길로42길 22-1,150861,07362,,,,126.912935171851,37.5072739566262
MA010120220800442002,맛닭꼬,신길점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560680,신길6동,1156013200,신길동,1156013200147800000,1,대지,4780,,서울특별시 영등포구 신길동 4780,115603118028,서울특별시 영등포구 여의대방로,25,,1156013200147800000009511,보라매경남아너스빌아파트,서울특별시 영등포구 여의대방로 25,150781,07437,,1,,126.908980582369,37.4947199665956
MA010120220800447253,꼬끼오숯불통닭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590510,노량진1동,1159010100,노량진동,1159010100102150119,1,대지,215,119,서울특별시 동작구 노량진동 215-119,115903119002,서울특별시 동작구 만양로,50,1,1159010100102150119032620,동,서울특별시 동작구 만양로 50-1,156802,06917,,1,,126.947000125909,37.5086006096046
MA010120220800442313,치킨마루도림점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560585,도림동,1156011800,도림동,1156011800101360001,1,대지,136,1,서울특별시 영등포구 도림동 136-1,115604154317,서울특별시 영등포구 도신로29길,9,,1156011800101360001026713,,서울특별시 영등포구 도신로29길 9,150830,07369,,1,,126.904879893537,37.5092589647897
MA010120220800442327,숯가마바베큐치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590530,상도1동,1159010200,상도동,1159010200105040002,1,대지,504,2,서울특별시 동작구 상도동 504-2,115904157384,서울특별시 동작구 상도로61길,44,,1159010200105040002019634,,서울특별시 동작구 상도로61길 44,156881,07027,,1,,126.957209921525,37.4946842095814
MA010120220800426680,오대두마리치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,47,경상북도,47210,영주시,47210590,휴천1동,4721010400,휴천동,4721010400107090044,1,대지,709,44,경상북도 영주시 휴천동 709-44,472103309027,경상북도 영주시 번영로,93,,4721010400107090044009132,,경상북도 영주시 번영로 93,750914,36086,,,,128.628418644092,36.8204155908223
MA010120220800426752,풍년치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56194,김밥 및 기타 간이 음식점업,11,서울특별시,11560,영등포구,11560680,신길6동,1156013200,신길동,1156013200138460000,1,대지,3846,,서울특별시 영등포구 신길동 3846,115603118015,서울특별시 영등포구 신풍로,44,,1156013200138460000008783,,서울특별시 영등포구 신풍로 44,150858,07430,,,,126.910828980717,37.4998841420572
MA010120220800419018,오븐에빠진닭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,44,충청남도,44180,보령시,44180565,대천5동,4418011000,신흑동,4418011000122770001,1,대지,2277,1,충청남도 보령시 신흑동 2277-1,441803252015,충청남도 보령시 머드로,118,,4418011000122770001000001,동,충청남도 보령시 머드로 118,355943,33489,,,,126.511936512906,36.3151692878101
MA010120220800427216,치킨마루동작,구청점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590520,노량진2동,1159010100,노량진동,1159010100100390018,1,대지,39,18,서울특별시 동작구 노량진동 39-18,115904157057,서울특별시 동작구 노량진로12길,16,,1159010100100390018030114,,서울특별시 동작구 노량진로12길 16,156052,06928,,1,,126.938253989819,37.5126148410545
MA010120220800419605,네네치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11620,관악구,11620735,대학동,1162010200,신림동,1162010200102410022,1,대지,241,22,서울특별시 관악구 신림동 241-22,116203120005,서울특별시 관악구 신림로,91,,1162010200102410022005341,,서울특별시 관악구 신림로 91,151858,08814,,1,,126.939080094121,37.4703400077015
MA010120220800427851,치킨뱅이,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560680,신길6동,1156013200,신길동,1156013200137100000,1,대지,3710,,서울특별시 영등포구 신길동 3710,115604154562,서울특별시 영등포구 신풍로10길,2,14,1156013200137100000008823,,서울특별시 영등포구 신풍로10길 2-14,150858,07430,,,,126.910829087861,37.4997940415515
MA010120220800428677,호치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41192,부천시 원미구,41192520,심곡2동,4119210200,심곡동,4119210200103990006,1,대지,399,6,경기도 부천시 원미구 심곡동 399-6,411924352077,경기도 부천시 원미구 부일로445번길,10,,4119510200103990006030537,,경기도 부천시 원미구 부일로445번길 10,420827,14635,,1,,126.779774429419,37.4867380441411
MA010120220800437250,한강치킨수제,전문점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590620,사당1동,1159010700,사당동,1159010700110300013,1,대지,1030,13,서울특별시 동작구 사당동 1030-13,115904157164,서울특별시 동작구 동작대로7길,4,,1159010700110300014009852,,서울특별시 동작구 동작대로7길 4,156826,07015,,,,126.981412999317,37.4800941664826
MA010120220800437433,영풍치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590630,사당2동,1159010700,사당동,1159010700101390001,1,대지,139,1,서울특별시 동작구 사당동 139-1,115904157119,서울특별시 동작구 동작대로27가길,6,,1159010700101390001000001,,서울특별시 동작구 동작대로27가길 6,156816,07008,,1,,126.980970238765,37.4873021648446
MA010120220800420652,페리카나치킨조양점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,51,강원특별자치도,51210,속초시,51210590,청호동,5121010800,조양동,5121010800114190011,1,대지,1419,11,강원특별자치도 속초시 조양동 1419-11,512102000023,강원특별자치도 속초시 동해대로,3998,,4221010800114190011004010,,강원특별자치도 속초시 동해대로 3998,217812,24885,,,,128.597611838334,38.190357544818
MA010120220800428723,페리카나,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560720,대림3동,1156013300,대림동,1156013300107430009,1,대지,743,9,서울특별시 영등포구 대림동 743-9,115604154167,서울특별시 영등포구 대림로34길,14,1,1156013300107430009001232,,서울특별시 영등포구 대림로34길 14-1,150815,07409,,,,126.899939805025,37.4988843141898
MA010120220800428739,피자쏭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560680,신길6동,1156013200,신길동,1156013200149690000,1,대지,4969,,서울특별시 영등포구 신길동 4969,115604154504,서울특별시 영등포구 신길로28길,9,,1156013200102400016012701,힐스테이트클래시안,서울특별시 영등포구 신길로28길 9,150056,07388,,B2,,126.911028500327,37.5032900936583
MA010120220800444565,소풍닭강정,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560515,영등포본동,1156013200,신길동,1156013200101100002,1,대지,110,2,서울특별시 영등포구 신길동 110-2,115604154350,서울특별시 영등포구 도신로65길,2,,1156013200101100002015804,,서울특별시 영등포구 도신로65길 2,150838,07317,,1,,126.917498223273,37.5129175188823
MA010120220800420847,노들치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590510,노량진1동,1159010400,본동,1159010400101260013,1,대지,126,13,서울특별시 동작구 본동 126-13,115903119011,서울특별시 동작구 노량진로,250,,1159010400101260013018673,,서울특별시 동작구 노량진로 250,156801,06907,,1,,126.954236615686,37.5120004217006
MA010120220800429195,비비큐치킨앤비어,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560650,신길3동,1156013200,신길동,1156013200102550001,1,대지,255,1,서울특별시 영등포구 신길동 255-1,115604154526,서울특별시 영등포구 신길로39길,4,,1156013200102550001014781,지상,서울특별시 영등포구 신길로39길 4,150847,07386,,1,,126.91036811465,37.5070017352385
MA010120220800429093,BBQ숭실대점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590530,상도1동,1159010300,상도1동,1159010300103470000,1,대지,347,,서울특별시 동작구 상도1동 347,115904157364,서울특별시 동작구 상도로47길,21,,1159010300103470000029321,,서울특별시 동작구 상도로47길 21,156836,06970,,,,126.95186885164,37.5003224545157
MA010120220800429628,바비큐보스치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56219,기타 주점업,11,서울특별시,11560,영등포구,11560650,신길3동,1156013200,신길동,1156013200103620022,1,대지,362,22,서울특별시 영등포구 신길동 362-22,115603118006,서울특별시 영등포구 도신로,86,,1156013200103620022013736,,서울특별시 영등포구 도신로 86,150849,07382,,,,126.90191991995,37.5067067012311
MA010120220800456181,유니푸드,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,26,부산광역시,26530,사상구,26530600,덕포1동,2653010300,덕포동,2653010300104290001,1,대지,429,1,부산광역시 사상구 덕포동 429-1,265304217216,부산광역시 사상구 사상로269번길,25,,2653010300104290001025024,,부산광역시 사상구 사상로269번길 25,617816,46955,,1,,128.980819926865,35.1690240924808
MA010120220800476979,코리안바베큐,공항점,I2,음식,I210,기타 간이,I21006,치킨,I56219,기타 주점업,11,서울특별시,11500,강서구,11500640,방화2동,1150010900,방화동,1150010900106140025,1,대지,614,25,서울특별시 강서구 방화동 614-25,115003115005,서울특별시 강서구 방화동로,31,2,1150010900106140025002517,외,서울특별시 강서구 방화동로 31-2,157853,07620,,1,,126.810458688911,37.563853867855
MA010120220800451669,추억의통닭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41271,안산시 상록구,41271540,본오1동,4127110400,본오동,4127110400108290010,1,대지,829,10,경기도 안산시 상록구 본오동 829-10,412713190003,경기도 안산시 상록구 각골로,35,,4127110400108290010006026,,경기도 안산시 상록구 각골로 35,426812,15556,,1,,126.8722896896,37.2926228555118
MA010120220800452039,가마치통닭포항두호점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,47,경상북도,47113,포항시 북구,47113690,두호동,4711312000,두호동,4711312000110960003,1,대지,1096,3,경상북도 포항시 북구 두호동 1096-3,471133304005,경상북도 포항시 북구 대곡로,53,,4711312000110960003115511,,경상북도 포항시 북구 대곡로 53,791804,37618,,1,,129.372986377275,36.0677360261778
MA010120220800452174,푸라닭익산,신동점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,52,전북특별자치도,52140,익산시,52140656,신동,5214012100,신동,5214012100107950014,1,대지,795,14,전북특별자치도 익산시 신동 795-14,521404608070,전북특별자치도 익산시 익산대로72길,41,1,4514012100107950014068288,,전북특별자치도 익산시 익산대로72길 41-1,570976,54645,,1,,126.956566592672,35.9618819854831
MA010120220800452220,멕시카나,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,47,경상북도,47130,경주시,47130370,강동면,4713037026,강동면,4713037026110260001,1,대지,1026,1,경상북도 경주시 강동면 유금리 1026-1,471303305003,경상북도 경주시 강동면 강동로,8,38,4713037026110260001000001,,경상북도 경주시 강동면 강동로 8-38,780911,38004,,,,129.276780085994,35.9894853640337
MA010120220800452246,치킨과바람피자,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,30,대전광역시,30110,동구,30110670,홍도동,3011011700,홍도동,3011011700100780017,1,대지,78,17,대전광역시 동구 홍도동 78-17,301103010021,대전광역시 동구 홍도로,65,,3011011700100780017000001,,대전광역시 동구 홍도로 65,300836,34554,,1,,127.42782235616,36.3519968151831
MA010120220800462535,치킨뱅이인덕원점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200115050023,1,대지,1505,23,경기도 안양시 동안구 관양동 1505-23,411732000018,경기도 안양시 동안구 흥안대로,518,,4117310200115050023003404,,경기도 안양시 동안구 흥안대로 518,431810,13943,,1,,126.977333032702,37.4002454825067
MA010120220800462683,교촌치킨쌍용,1호점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,44,충청남도,44133,천안시 서북구,44133540,쌍용2동,4413310700,쌍용동,4413310700115300000,1,대지,1530,,충청남도 천안시 서북구 쌍용동 1530,441333250041,충청남도 천안시 서북구 월봉로,68,,4413310700115300000057812,,충청남도 천안시 서북구 월봉로 68,331955,31172,,1,,127.118108958695,36.7967081488396
MA010120220800462752,페리카나치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590560,상도4동,1159010200,상도동,1159010200102100008,1,대지,210,8,서울특별시 동작구 상도동 210-8,115904157519,서울특별시 동작구 양녕로26길,28,,1159010200102100008022785,,서울특별시 동작구 양녕로26길 28,156841,07037,,,,126.94384165725,37.4973816310633
MA010120220800478118,비비큐화곡２호점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11500,강서구,11500570,화곡4동,1150010300,화곡동,1150010300107720063,1,대지,772,63,서울특별시 강서구 화곡동 772-63,115004145289,서울특별시 강서구 등촌로13길,7,,1150010300107720063019703,,서울특별시 강서구 등촌로13길 7,157896,07741,,,,126.862938352397,37.5354999739787
MA010120220800457271,또래오래제주삼도점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,50,제주특별자치도,50110,제주시,50110560,삼도2동,5011010600,삼도이동,5011010600108110010,1,대지,811,10,제주특별자치도 제주시 삼도이동 811-10,501103349037,제주특별자치도 제주시 남성로,150,,5011010600108110010023304,,제주특별자치도 제주시 남성로 150,690809,63170,,1,,126.521284882047,33.509051505253
MA010120220800478685,네네치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11500,강서구,11500540,화곡1동,1150010300,화곡동,1150010300103620092,1,대지,362,92,서울특별시 강서구 화곡동 362-92,115004145005,서울특별시 강서구 가로공원로76길,95,,1150010300103620092014063,,서울특별시 강서구 가로공원로76길 95,157884,07767,,1,,126.839093018575,37.5330642214078
MA010120220800478765,닭사랑,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41480,파주시,41480250,문산읍,4148025023,문산읍,4148025023114040000,1,대지,1404,,경기도 파주시 문산읍 선유리 1404,414804418150,경기도 파주시 문산읍 독서울1길,40,,4148025023114040000000001,문산선유휴먼시아5단지,경기도 파주시 문산읍 독서울1길 40,413902,10812,,,,126.802929330952,37.8688114354085
MA010120220800478916,디디치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11500,강서구,11500605,가양3동,1150010400,가양동,1150010400114850000,1,대지,1485,,서울특별시 강서구 가양동 1485,115003115013,서울특별시 강서구 허준로,175,,1150010400114850000009308,가양6단지,서울특별시 강서구 허준로 175,157746,07531,,,,126.859287285165,37.5637599819701
MA010120220800463200,교촌치킨하남2지구점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,29,광주광역시,29200,광산구,29200640,하남동,2920012700,산정동,2920012700110390000,1,대지,1039,,광주광역시 광산구 산정동 1039,292004289465,광주광역시 광산구 용아로379번길,55,,2920012700110390000000002,,광주광역시 광산구 용아로379번길 55,506250,62335,,1,,126.801365498757,35.1763625584907
MA010120220800463270,노랑통닭,평택고덕점,I2,음식,I210,기타 간이,I21006,치킨,I56113,한식 육류 요리 전문점,41,경기도,41220,평택시,41220660,고덕동,4122012800,고덕동,4122012800119830001,1,대지,1983,1,경기도 평택시 고덕동 1983-1,412203352100,경기도 평택시 고덕중앙2로,77,6,4122033029143260001000001,리치타워,경기도 평택시 고덕중앙2로 77-6,,18014,,,,127.04505485132,37.0458207180188
MA010120220800463504,디케이동키치킨,밀양점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,48,경상남도,48270,밀양시,48270520,내이동,4827010200,내이동,4827010200111840004,1,대지,1184,4,경상남도 밀양시 내이동 1184-4,482703336074,경상남도 밀양시 중앙로,453,,4827010200111840004043062,유승상가,경상남도 밀양시 중앙로 453,627802,50423,,1,,128.745385672343,35.4994011958512
MA010120220800479994,비비큐,영등포점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11560,영등포구,11560535,영등포동,1156010800,영등포동7가,1156010800102030000,1,대지,203,,서울특별시 영등포구 영등포동7가 203,115604154084,서울특별시 영등포구 국회대로54길,10,,1156010800101450008032817,아크로타워스퀘어,서울특별시 영등포구 국회대로54길 10,150030,07246,,1,,126.906659487661,37.5243161486821
MA010120220800480048,황토가마참나무구이,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41281,고양시 덕양구,41281540,성사1동,4128110600,성사동,4128110600107060000,1,대지,706,,경기도 고양시 덕양구 성사동 706,412814376342,경기도 고양시 덕양구 호국로790번길,70,,4128110600107060000013652,,경기도 고양시 덕양구 호국로790번길 70,412807,10464,,,,126.839680371448,37.6549150208582
MA010120220800480204,바니양념치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11500,강서구,11500630,방화1동,1150010900,방화동,1150010900102510024,1,대지,251,24,서울특별시 강서구 방화동 251-24,115004145334,서울특별시 강서구 방화대로37길,23,,1150010900102510024003411,,서울특별시 강서구 방화대로37길 23,157846,07606,,1,,126.815107121716,37.5698528537015
